lat,lon,umap_x,umap_y,grid_x_norm,grid_y_norm,grid_x,grid_y,pixel_x,pixel_y
43.372079,-88.002904,0.9556294,10.315677,0.3333333333333333,0.6666666666666666,1.0,2.0,64.0,128.0
45.163192,-118.219833,1.6251345,11.105417,0.6666666666666666,1.0,2.0,3.0,128.0,192.0
42.962558,-94.263311,1.0320269,9.016822,0.3333333333333333,0.0,1.0,0.0,64.0,0.0
43.90229,-109.107056,1.149488,11.647165,0.3333333333333333,0.3333333333333333,1.0,1.0,64.0,64.0
44.570841,-101.471582,1.87879,10.158629,0.6666666666666666,0.3333333333333333,2.0,1.0,128.0,64.0
35.467029,-76.099152,0.8812216,9.54986,0.3333333333333333,1.0,1.0,3.0,64.0,192.0
37.349355,-93.169475,0.043533806,9.817437,0.0,1.0,0.0,3.0,0.0,192.0
44.025938,-97.459109,1.5586452,9.649582,0.6666666666666666,0.6666666666666666,2.0,2.0,128.0,128.0
31.375348,-89.528084,0.2561531,10.473663,0.0,0.6666666666666666,0.0,2.0,0.0,128.0
30.36799,-103.45167,3.0552347,10.6789665,1.0,0.0,3.0,0.0,192.0,0.0
34.190617,-107.541481,2.475097,11.26392,0.6666666666666666,0.0,2.0,0.0,128.0,0.0
38.652664,-102.080731,2.666376,9.787676,1.0,0.3333333333333333,3.0,1.0,192.0,64.0
41.510519,-112.867022,2.5371425,10.468165,1.0,0.6666666666666666,3.0,2.0,192.0,128.0
37.587306,-91.899533,-0.35038045,10.307742,0.0,0.3333333333333333,0.0,1.0,0.0,64.0
66.442724,-142.102231,0.8340573,11.144749,0.0,0.0,0.0,0.0,0.0,0.0
38.655022,-98.726181,2.185542,9.233976,1.0,1.0,3.0,3.0,192.0,192.0
