lat,lon,umap_x,umap_y,grid_x_norm,grid_y_norm,grid_x,grid_y,pixel_x,pixel_y
48.833264,-96.239797,14.955213,-4.64392,1.0,0.2,5.0,1.0,320.0,64.0
62.017391,-144.952336,12.236772,-6.880967,1.0,0.0,5.0,0.0,320.0,0.0
41.652811,-110.216639,16.011608,-2.7783248,0.6000000000000001,1.0,3.0,5.0,192.0,320.0
48.392009,-109.066623,16.186268,-3.7243607,0.2,0.8,1.0,4.0,64.0,256.0
44.289254,-95.141737,14.186622,-4.740905,0.4,0.4,2.0,2.0,128.0,128.0
46.621683,-91.129568,13.18212,-4.8111787,0.6000000000000001,0.2,3.0,1.0,192.0,64.0
44.638408,-103.078248,16.443462,-3.3368294,0.0,1.0,0.0,5.0,0.0,320.0
32.361292,-80.478469,13.9928255,-3.6293964,1.0,0.4,5.0,2.0,320.0,128.0
67.104991,-151.517026,12.107994,-7.345784,0.2,0.2,1.0,1.0,64.0,64.0
62.955371,-160.267236,12.619318,-7.1401405,0.8,0.0,4.0,0.0,256.0,0.0
46.714667,-98.550374,14.680631,-4.4115477,0.6000000000000001,0.4,3.0,2.0,192.0,128.0
33.648014,-115.119434,16.221626,-2.4012785,0.8,1.0,4.0,5.0,256.0,320.0
38.669665,-88.357806,13.822588,-4.2186475,0.0,0.6000000000000001,0.0,3.0,0.0,192.0
43.82682,-92.195325,14.2500515,-4.1201706,0.8,0.4,4.0,2.0,256.0,128.0
40.736691,-122.992937,15.445439,-2.8920798,0.8,0.8,4.0,4.0,256.0,256.0
40.623224,-88.5813,14.050488,-5.1093326,0.2,0.4,1.0,2.0,64.0,128.0
32.60766,-87.547707,13.60637,-3.267492,0.0,0.8,0.0,4.0,0.0,256.0
46.422973,-101.518542,15.668093,-3.9824214,0.6000000000000001,0.6000000000000001,3.0,3.0,192.0,192.0
28.213654,-82.670496,14.235987,-2.9346557,0.4,0.8,2.0,4.0,128.0,256.0
46.621029,-104.001074,16.025074,-3.9643524,0.8,0.6000000000000001,4.0,3.0,256.0,192.0
65.191786,-144.608563,12.550653,-7.4999127,0.4,0.2,2.0,1.0,128.0,64.0
37.282944,-94.493762,13.490403,-3.9197521,0.2,0.6000000000000001,1.0,3.0,64.0,192.0
45.640548,-109.637868,15.862882,-3.2584379,0.6000000000000001,0.8,3.0,4.0,192.0,256.0
70.020398,-147.213634,11.876398,-7.8195596,0.0,0.0,0.0,0.0,0.0,0.0
39.261823,-105.000361,15.290987,-3.246108,1.0,0.6000000000000001,5.0,3.0,320.0,192.0
30.5808,-98.17865,14.644043,-2.6644325,1.0,0.8,5.0,4.0,320.0,256.0
64.057152,-143.106588,12.347772,-7.8429837,0.0,0.2,0.0,1.0,0.0,64.0
42.562108,-109.512339,16.429243,-2.8998764,0.4,1.0,2.0,5.0,128.0,320.0
40.793038,-83.489674,13.755416,-4.7122965,0.8,0.2,4.0,1.0,256.0,64.0
62.25442,-158.177202,11.834013,-7.5008826,0.4,0.0,2.0,0.0,128.0,0.0
43.246771,-121.280278,15.131663,-2.676316,0.2,1.0,1.0,5.0,64.0,320.0
30.954791,-101.234218,15.634943,-2.2642083,1.0,1.0,5.0,5.0,320.0,320.0
36.441201,-79.889067,13.799723,-3.4726489,0.4,0.6000000000000001,2.0,3.0,128.0,192.0
67.392307,-154.994341,12.870583,-7.8255415,0.6000000000000001,0.0,3.0,0.0,192.0,0.0
58.224644,-133.665771,12.665898,-8.227121,0.2,0.0,1.0,0.0,64.0,0.0
66.351444,-144.720408,11.807379,-7.0501766,0.0,0.4,0.0,2.0,0.0,128.0
