lat,lon,umap_x,umap_y,grid_x_norm,grid_y_norm,grid_x,grid_y,pixel_x,pixel_y
36.814705,-115.25232,-0.79089713,10.22688,0.0,0.16666666666666666,0.0,1.0,0.0,64.0
35.002063,-93.007054,2.2039917,11.942337,0.6666666666666666,0.6666666666666666,4.0,4.0,256.0,256.0
62.708453,-150.907663,4.117473,8.761401,0.8333333333333333,0.0,5.0,0.0,320.0,0.0
34.476045,-97.808194,0.796175,11.91547,0.3333333333333333,0.8333333333333333,2.0,5.0,128.0,320.0
68.698132,-142.277648,4.062978,9.469662,0.8333333333333333,0.3333333333333333,5.0,2.0,320.0,128.0
40.628788,-98.427849,0.4889709,13.012077,0.16666666666666666,0.5,1.0,3.0,64.0,192.0
37.944238,-119.062065,-0.8448742,9.771363,0.0,0.0,0.0,0.0,0.0,0.0
47.165514,-105.041925,0.16979788,11.509121,0.16666666666666666,1.0,1.0,6.0,64.0,384.0
41.677704,-94.734713,0.6543794,13.319588,0.3333333333333333,1.0,2.0,6.0,128.0,384.0
59.441383,-136.095686,3.8342862,8.891157,1.0,0.8333333333333333,6.0,5.0,384.0,320.0
41.386106,-122.962267,2.268974,10.872518,0.6666666666666666,0.16666666666666666,4.0,1.0,256.0,64.0
33.906978,-107.268001,-0.6587375,10.198139,0.0,0.3333333333333333,0.0,2.0,0.0,128.0
45.163269,-94.527207,0.5470667,12.615637,0.16666666666666666,0.3333333333333333,1.0,2.0,64.0,128.0
48.212981,-93.304748,3.0021923,11.9182,0.8333333333333333,0.8333333333333333,5.0,5.0,320.0,320.0
28.08031,-82.681289,2.4387255,12.997113,0.6666666666666666,0.3333333333333333,4.0,2.0,256.0,128.0
47.577524,-108.091426,0.54303104,10.67539,0.16666666666666666,0.16666666666666666,1.0,1.0,64.0,64.0
42.182785,-91.330816,0.9773405,13.1557255,0.3333333333333333,0.6666666666666666,2.0,4.0,128.0,256.0
37.073209,-77.886886,2.0261807,13.011653,0.5,0.0,3.0,0.0,192.0,0.0
69.784821,-147.70879,4.3845687,9.411629,1.0,0.3333333333333333,6.0,2.0,384.0,128.0
37.807,-76.808732,1.5497818,13.474741,0.5,0.8333333333333333,3.0,5.0,192.0,320.0
65.357302,-158.691475,4.066125,10.059741,0.8333333333333333,0.5,5.0,3.0,320.0,192.0
70.894373,-157.57311,4.5502224,9.350917,1.0,0.0,6.0,0.0,384.0,0.0
35.3811,-78.24737,1.8198804,13.250557,0.5,0.5,3.0,3.0,192.0,192.0
38.543874,-117.621277,-0.39484298,9.699105,0.0,0.8333333333333333,0.0,5.0,0.0,320.0
43.067666,-117.200048,0.14423946,10.484917,0.16666666666666666,0.8333333333333333,1.0,5.0,64.0,320.0
41.093148,-78.794213,1.8025771,12.510431,0.5,0.16666666666666666,3.0,1.0,192.0,64.0
36.906156,-111.941123,-0.63930553,9.990335,0.0,0.5,0.0,3.0,0.0,192.0
43.413055,-89.537476,1.001406,12.547778,0.3333333333333333,0.5,2.0,3.0,128.0,192.0
44.847119,-97.720821,0.13080175,12.407566,0.16666666666666666,0.6666666666666666,1.0,4.0,64.0,256.0
31.654666,-81.955706,2.2282758,13.418423,0.6666666666666666,0.8333333333333333,4.0,5.0,256.0,320.0
46.910647,-110.728732,1.8374482,10.732986,0.6666666666666666,1.0,4.0,6.0,256.0,384.0
36.831527,-102.370286,-0.56425,10.914892,0.0,0.6666666666666666,0.0,4.0,0.0,256.0
44.789817,-88.417084,1.2702127,12.996044,0.3333333333333333,0.16666666666666666,2.0,1.0,128.0,64.0
45.437268,-106.893281,1.146033,10.897681,0.3333333333333333,0.0,2.0,0.0,128.0,0.0
64.468598,-157.057888,4.2869396,9.847261,1.0,0.6666666666666666,6.0,4.0,384.0,256.0
59.581277,-158.347226,4.465038,9.824425,1.0,0.5,6.0,3.0,384.0,192.0
38.960227,-110.453357,-0.20116793,10.1476555,0.16666666666666666,0.0,1.0,0.0,64.0,0.0
37.417101,-81.372546,1.6145388,12.750043,0.5,0.6666666666666666,3.0,4.0,192.0,256.0
37.627836,-108.326125,1.6475244,11.564297,0.5,0.3333333333333333,3.0,2.0,192.0,128.0
44.220578,-72.569807,2.6821444,12.44227,0.8333333333333333,1.0,5.0,6.0,320.0,384.0
38.05905,-79.77765,1.4205302,12.372613,0.5,1.0,3.0,6.0,192.0,384.0
68.148622,-153.925533,4.307154,8.912191,1.0,0.16666666666666666,6.0,1.0,384.0,64.0
35.563321,-102.622377,-0.40444332,10.675553,0.0,1.0,0.0,6.0,0.0,384.0
63.782908,-148.377518,3.629674,9.518316,0.8333333333333333,0.6666666666666666,5.0,4.0,320.0,256.0
31.940881,-97.75329,0.9657877,11.474454,0.3333333333333333,0.3333333333333333,2.0,2.0,128.0,128.0
43.984976,-71.026281,2.2786827,12.394536,0.6666666666666666,0.5,4.0,3.0,256.0,192.0
45.877318,-123.791342,2.3620398,11.49682,0.6666666666666666,0.0,4.0,0.0,256.0,0.0
63.454482,-145.626313,3.988869,8.551637,0.8333333333333333,0.16666666666666666,5.0,1.0,320.0,64.0
